Fluid simulation profile
dimension=2
steps=900
simulated_substeps=900
domain=64
dx=2
frame_dt=0.2
scene=6
fluid_solver=flip
polypic_modes=4
jitter_seed=1
flip_percent=0
adaptive=false
diagnostics=true
particle_export=true
particle_fps=5
particle_frames=901
particles=1356
wall_ms=6033.034

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\cfl_settling_dx_2_dt02\20260629-171145\runs\PIC
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",70181,2926.242,2926.242,52.82,0.041696
2,"Diagnostics::record_step",900,783.496,785.704,14.14,0.870551
3,"Fluid_Simulation_2D::advect",900,591.682,591.682,10.68,0.657425
4,"APIC_Simulation_2D::step",900,434.057,4753.799,7.84,0.482285
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",900,163.355,163.355,2.95,0.181505
6,"Fluid_Simulation_2D::projection_2d",900,136.186,3108.332,2.46,0.151318
7,"Fluid_Simulation_2D::grid_to_particle",900,105.763,105.763,1.91,0.117515
8,"Fluid_Simulation_2D::particle_to_grid",900,96.224,96.224,1.74,0.106915
9,"APIC_Simulation_2D::particle_mechanical_energy",2700,56.680,56.680,1.02,0.020993
10,"APIC_Simulation_2D::particle_kinetic_energy",2700,48.077,48.077,0.87,0.017806
11,"Fluid_Simulation_2D::projection_dot_product",212343,42.795,42.795,0.77,0.000202
12,"Fluid_Simulation_2D::extrapolate_velocity",1800,33.745,47.394,0.61,0.018747
13,"APIC_Simulation_2D::max_grid_speed",5400,33.331,33.331,0.60,0.006172
14,"APIC_Simulation_2D::max_particle_speed",1800,26.516,26.516,0.48,0.014731
15,"APIC_Simulation_2D::grid_kinetic_energy",5400,26.413,26.413,0.48,0.004891
16,"Fluid_Simulation_2D::init_marker_vectors",1800,13.650,13.650,0.25,0.007583
17,"Fluid_Simulation_2D::enforce_boundary",900,6.831,6.831,0.12,0.007590
18,"APIC_Simulation_2D::divergence_stats",1800,5.495,5.495,0.10,0.003053
19,"Fluid_Simulation::apply_forces_2d_settings",900,3.648,3.648,0.07,0.004053
20,"Fluid_Simulation_2D::setup_rhs",900,3.109,3.109,0.06,0.003454
21,"Diagnostics::fluid_measure_from",900,1.594,1.594,0.03,0.001771
22,"Diagnostics::bounds_from",901,0.615,0.615,0.01,0.000683
