Fluid simulation profile
dimension=2
steps=7200
simulated_substeps=7200
domain=64
dx=1
frame_dt=0.025
scene=6
fluid_solver=apic
polypic_modes=4
jitter_seed=0
flip_percent=0.95
adaptive=false
diagnostics=true
particle_export=true
particle_fps=24
particle_frames=4321
particles=5932
wall_ms=567436.454

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_dt_0025\20260628-185233\runs\APIC
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",1270195,436254.820,436254.820,78.41,0.343455
2,"Diagnostics::record_step",7200,40123.883,40172.799,7.21,5.572761
3,"Fluid_Simulation_2D::advect",7200,22670.732,22670.732,4.07,3.148713
4,"APIC_Simulation_2D::step",7200,20523.554,516211.452,3.69,2.850494
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",7200,7792.072,7792.072,1.40,1.082232
6,"Fluid_Simulation_2D::projection_2d",7200,6183.164,445677.452,1.11,0.858773
7,"Fluid_Simulation_2D::grid_to_particle",7200,4610.967,4610.967,0.83,0.640412
8,"Fluid_Simulation_2D::particle_to_grid",7200,3962.580,3962.580,0.71,0.550358
9,"APIC_Simulation_2D::particle_mechanical_energy",21600,3285.158,3285.158,0.59,0.152091
10,"Fluid_Simulation_2D::projection_dot_product",3824985,3133.545,3133.545,0.56,0.000819
11,"APIC_Simulation_2D::particle_kinetic_energy",21600,2545.434,2545.434,0.46,0.117844
12,"APIC_Simulation_2D::max_particle_speed",14400,1766.508,1766.508,0.32,0.122674
13,"APIC_Simulation_2D::max_grid_speed",43200,991.082,991.082,0.18,0.022942
14,"APIC_Simulation_2D::grid_kinetic_energy",43200,831.053,831.053,0.15,0.019237
15,"Fluid_Simulation_2D::extrapolate_velocity",14400,720.356,1098.742,0.13,0.050025
16,"Fluid_Simulation_2D::init_marker_vectors",14400,378.386,378.386,0.07,0.026277
17,"Fluid_Simulation_2D::enforce_boundary",7200,185.901,185.901,0.03,0.025820
18,"APIC_Simulation_2D::divergence_stats",14400,171.803,171.803,0.03,0.011931
19,"Fluid_Simulation_2D::setup_rhs",7200,105.923,105.923,0.02,0.014711
20,"Fluid_Simulation::apply_forces_2d_settings",7200,98.414,98.414,0.02,0.013669
21,"Diagnostics::fluid_measure_from",7200,44.434,44.434,0.01,0.006171
22,"Diagnostics::bounds_from",7201,4.484,4.484,0.00,0.000623
