step,time,dt,kinetic_energy,elastic_energy,total_energy,normalized_total_energy,width,height,max_speed,rms_linear_mode,rms_bilinear_mode,rms_quadratic_mode,max_abs_coeff,particle_count,total_mass,stage_after_advect_particle_kinetic_energy,stage_after_advect_grid_residual_rms,stage_after_advect_grid_residual_energy_per_mass,stage_after_advect_grid_residual_energy_fraction,center_of_mass_x,center_of_mass_y,total_momentum_x,total_momentum_y,min_deformation_determinant,max_deformation_determinant,invalid_count,out_of_bounds_count
0,0,1.0000000000000001e-05,0,9886.6598364812253,9886.6598364812253,1,11.5,11.5,0,0,0,0,0,576,144,0,0,0,0,32,32,0,0,0.81000000000000005,0.81000000000000005,0,0
1,1.0000000000000001e-05,1.0000000000000001e-05,0.0033372118853813599,9886.6564992693402,9886.6598364812253,1,11.500000243278091,11.500000243278091,0.017202358731675981,0.0088237613385837282,0.0010870596086716463,0.010312818556544499,0.030467818017962032,576,144,0.0011428394042225314,9.6756621057949965e-10,4.6809218592758624e-19,5.8980530830092794e-14,32.000000000000014,31.999999999999957,-2.6020852139652106e-18,3.0357660829594124e-18,0.80999999212940188,0.81000049833529197,0,0
1666,0.016659999999999491,1.0000000000000001e-05,2141.0867994707851,6729.6315944842618,8870.7183939550468,0.89724118566541444,11.722369908786344,11.722369908786344,14.614715318162387,4.4599472524622907,0.11516009655248781,1.1431619908082256,7.08861928062879,576,144,1773.3167826859139,0.00032629486314956498,5.3234168858896669e-08,4.3228149592485152e-09,32.000000000000021,32,1.936228954946273e-13,-1.6253665080512292e-13,0.80431775346208434,0.99001922535463549,0,0
3332,0.033319999999999531,1.0000000000000001e-05,3749.0450536467756,4304.6861519113263,8053.7312055581024,0.81460587688475761,12.075427357787959,12.075427357787959,13.206706402141744,3.7752089626262229,0.84431818357677757,0.80069175120622527,5.6490239451356139,576,144,3484.6853180057656,0.00029840186080887969,4.4521835267100997e-08,1.8398058055157607e-09,32.000000000000014,32.000000000000071,3.6970426720017713e-13,9.0372154204487742e-14,0.79279622054367238,1.0768163978030916,0,0
4998,0.049980000000004632,1.0000000000000001e-05,4410.1996507988733,3127.9918515583722,7538.1915023572456,0.76246089448144438,12.508513264741914,12.508513264741907,12.068913430217325,2.7800326474433179,0.61922266611602339,0.77472643693835341,3.6385117661093518,576,144,4263.6030373050744,0.00016489849919771918,1.3595757518830097e-08,4.5918652969836683e-10,32.000000000000007,32.000000000000028,8.4221518648064375e-13,1.7408297026122455e-13,0.7813744137417129,1.069322185295654,0,0
6664,0.06664000000000686,1.0000000000000001e-05,5270.4961764462651,1723.5259265150528,6994.0221029613176,0.70742012152109901,12.855736732143054,12.855736732143047,11.045172414580907,2.9445767941529226,0.68391263239067768,0.77433247017097517,3.242760186836446,576,144,5107.2990393070231,0.00017537258095197509,1.5377771074878527e-08,4.3357536297364821e-10,32.000000000000014,31.999999999999968,4.1922021409845911e-13,1.3713474800169934e-12,0.80281486478463271,1.0655042838217381,0,0
8330,0.083300000000000402,1.0000000000000001e-05,5932.7318328487509,630.30289229520247,6563.0347251439534,0.66382730201020168,13.110398648167866,13.110398648167859,11.657879900975367,3.2021439672758918,0.62370597563972352,0.64305848734110649,3.906103300101138,576,144,5742.485475739757,0.00017573294724064414,1.5441034372941506e-08,3.8720323440036918e-10,31.999999999999957,31.999999999999957,1.9768631176475537e-12,6.1795013550636213e-13,0.87653659480812307,1.064712858170227,0,0
9996,0.099959999999993943,1.0000000000000001e-05,5599.296701962614,615.66561076628113,6214.9623127288951,0.6286210323324799,13.317431871840771,13.317431871840778,11.636663354913924,3.001495229110084,0.54417486374438029,0.60974683584949985,4.715728889597675,576,144,5432.1502299659778,0.00014187368506971695,1.0064071257630614e-08,2.6678685230468762e-10,31.999999999999975,31.999999999999968,2.0727863869751673e-12,1.4159784456069247e-12,0.98277350740325531,1.0801526911985939,0,0
11662,0.11661999999998748,1.0000000000000001e-05,4093.887488704052,1818.4479419228264,5912.3354306268784,0.59801141420995285,13.501097240964999,13.501097240965006,9.2470190650388719,2.3133440587301126,0.40799130162805447,0.49929380461866274,4.6519029584583418,576,144,3994.3803288165236,7.7619470198402705e-05,3.0123910769403623e-09,1.0859865094717609e-10,32.000000000000028,32.000000000000028,4.7806203440359241e-13,1.106448266341431e-12,0.98530551932214328,1.1831311678083603,0,0
13328,0.13327999999999252,1.0000000000000001e-05,2219.4109838620002,3551.1276314574375,5770.5386153194377,0.58366917753420333,13.650544677243555,13.650544677243555,8.6175326073910643,1.4393137644187075,0.21675834981576589,0.2611511334035958,2.3157771135060274,576,144,2181.2521363544411,4.8467625495377392e-05,1.1745553605800783e-09,7.7540770782331775e-11,31.999999999999993,31.999999999999993,9.4702024000525853e-13,1.6719958750854857e-13,1.0042363475281484,1.3364826577365458,0,0
14994,0.14994000000000918,1.0000000000000001e-05,1047.6285604256418,4684.0232057023277,5731.6517661279695,0.57973591292971294,13.734786289499887,13.734786289499887,8.4763579833998648,1.3875628964700444,0.27369009209134193,0.23578738112610104,1.8267910803785823,576,144,1012.1736555999346,5.2608420630802665e-05,1.3838229606337316e-09,1.9687383210260075e-10,32.000000000000014,31.999999999999957,1.2205791932728971e-12,1.092459456231154e-13,1.0010097849370041,1.373994718067943,0,0
16660,0.16660000000002584,1.0000000000000001e-05,864.2774531030733,4776.7522177286719,5641.0296708317455,0.57056981469279033,13.715927129048538,13.715927129048538,7.6580468848720482,1.8503547470242192,0.39753415751532234,0.36537359899515393,2.0549254209672592,576,144,800.81644308912882,4.6487478634319357e-05,1.0805428348881495e-09,1.9429941725931276e-10,31.999999999999982,31.999999999999986,9.0571994348920271e-13,1.723066134218243e-13,1.0002402870515683,1.3108031962671871,0,0
18326,0.1832600000000425,1.0000000000000001e-05,1481.7151505310935,4034.3836044924128,5516.0987550235059,0.5579335029480238,13.5577608888143,13.5577608888143,7.0358115020803789,2.2054648416786589,0.44445059162051642,0.34481614708448916,2.3653024617732492,576,144,1392.178639685103,6.0458745226839659e-05,1.8276299372019538e-09,1.8904090571064185e-10,32.000000000000028,32.000000000000007,1.0815792705898275e-12,3.4283687000424834e-13,1.0007693876205179,1.216031774291618,0,0
19992,0.19992000000005916,1.0000000000000001e-05,2655.5068561779826,2772.4520040885645,5427.9588602665472,0.54901847034705098,13.676114562176114,13.676114562176114,11.117743477743762,2.5610262457940176,0.48344263182286007,0.27591764417782227,2.935558925452173,576,144,2535.6574287593617,0.00010542186194173461,5.5568844876310766e-09,3.1557550209390461e-10,32.000000000000007,32.000000000000021,5.2224891078367364e-13,-2.4857893521357255e-13,0.99913909641365461,1.1656609535635782,0,0
21658,0.21658000000007582,1.0000000000000001e-05,3809.2406614718921,1547.9012952551691,5357.1419567270614,0.54185559585650001,13.746132628766887,13.746132628766894,13.414758254977162,2.8265272281063276,0.50672532377904322,0.30802242921811501,3.1020604317508691,576,144,3663.3524292354941,0.00014046651128009178,9.8654203956000768e-09,3.8779248363578284e-10,32.000000000000007,31.999999999999961,1.1295409052536343e-12,-2.9304336734981007e-13,0.99517089177363949,1.112191707407622,0,0
23324,0.23324000000009248,1.0000000000000001e-05,4236.745771932553,1000.5158924598504,5237.261664392403,0.52973013646805145,13.758950783629839,13.758950783629846,13.572577528490028,2.7992450571372633,0.47749389973808026,0.41052963180339125,2.9981063688136973,576,144,4093.1196742998263,0.00013673778557803893,9.3486110023928763e-09,3.2889338486660702e-10,32.000000000000007,32.000000000000036,9.4518837201462702e-13,-1.2273515537231106e-13,0.9904653587347102,1.0410258090038016,0,0
24990,0.24990000000010915,1.0000000000000001e-05,3721.1223335758427,1339.5811676812937,5060.7035012571359,0.51187191477787286,13.710177486418392,13.710177486418399,11.573996720457419,2.414167212540737,0.38934505872488645,0.45156791590529655,2.790716138023738,576,144,3613.6276777639059,9.6424926710291076e-05,4.6488832455425023e-09,1.8525405687958578e-10,32.000000000000021,32.000000000000028,1.4563905637032803e-12,1.1798340082691539e-12,0.95486986348324387,0.99969070703485641,0,0
26656,0.26656000000012581,1.0000000000000001e-05,2668.1501511102215,2190.6165581171581,4858.7667092273796,0.4914467362676726,13.598049583653893,13.598049583653907,8.4835652162110229,1.923223903582683,0.31173842129920554,0.46186141144803439,2.0686855960299249,576,144,2599.2896203487016,6.0084008868342282e-05,1.8050440608455168e-09,9.9998993081380637e-11,32.000000000000028,32.000000000000036,1.0305090114570703e-12,8.8973273193460045e-13,0.89749354523866787,0.99322555500730358,0,0
