Fluid simulation profile
dimension=2
steps=3600
simulated_substeps=3600
domain=64
dx=1
frame_dt=0.05
scene=6
fluid_solver=apic
polypic_modes=4
jitter_seed=0
flip_percent=0.95
adaptive=false
diagnostics=true
particle_export=true
particle_fps=20
particle_frames=3601
particles=5932
wall_ms=257856.911

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_dt_005\20260628-193633\runs\APIC
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",632093,197132.777,197132.777,78.86,0.311873
2,"Diagnostics::record_step",3600,16658.173,16680.778,6.66,4.627270
3,"Fluid_Simulation_2D::advect",3600,10691.744,10691.744,4.28,2.969929
4,"APIC_Simulation_2D::step",3600,9363.808,233300.857,3.75,2.601058
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",3600,3418.708,3418.708,1.37,0.949641
6,"Fluid_Simulation_2D::projection_2d",3600,2500.289,201106.789,1.00,0.694525
7,"Fluid_Simulation_2D::grid_to_particle",3600,2164.671,2164.671,0.87,0.601297
8,"Fluid_Simulation_2D::particle_to_grid",3600,1839.125,1839.125,0.74,0.510868
9,"Fluid_Simulation_2D::projection_dot_product",1903479,1427.797,1427.797,0.57,0.000750
10,"APIC_Simulation_2D::particle_mechanical_energy",10800,1338.161,1338.161,0.54,0.123904
11,"APIC_Simulation_2D::particle_kinetic_energy",10800,1132.504,1132.504,0.45,0.104861
12,"APIC_Simulation_2D::max_particle_speed",7200,713.625,713.625,0.29,0.099115
13,"APIC_Simulation_2D::max_grid_speed",21600,444.266,444.266,0.18,0.020568
14,"APIC_Simulation_2D::grid_kinetic_energy",21600,377.983,377.983,0.15,0.017499
15,"Fluid_Simulation_2D::extrapolate_velocity",7200,331.142,503.650,0.13,0.045992
16,"Fluid_Simulation_2D::init_marker_vectors",7200,172.508,172.508,0.07,0.023959
17,"Fluid_Simulation_2D::enforce_boundary",3600,82.941,82.941,0.03,0.023039
18,"APIC_Simulation_2D::divergence_stats",7200,77.440,77.440,0.03,0.010756
19,"Fluid_Simulation_2D::setup_rhs",3600,45.926,45.926,0.02,0.012757
20,"Fluid_Simulation::apply_forces_2d_settings",3600,45.443,45.443,0.02,0.012623
21,"Diagnostics::fluid_measure_from",3600,19.818,19.818,0.01,0.005505
22,"Diagnostics::bounds_from",3601,2.787,2.787,0.00,0.000774
