Fluid simulation profile
dimension=2
steps=900
simulated_substeps=900
domain=64
dx=2
frame_dt=0.2
scene=6
fluid_solver=apic
polypic_modes=4
jitter_seed=1
flip_percent=0.95
adaptive=false
diagnostics=true
particle_export=true
particle_fps=5
particle_frames=901
particles=1356
wall_ms=5368.056

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\cfl_settling_dx_2_dt02\20260629-171145\runs\APIC
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",70487,2256.541,2256.541,46.14,0.032014
2,"Diagnostics::record_step",900,802.346,804.224,16.40,0.891495
3,"Fluid_Simulation_2D::advect",900,593.995,593.995,12.14,0.659994
4,"APIC_Simulation_2D::step",900,444.770,4086.701,9.09,0.494188
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",900,165.514,165.514,3.38,0.183905
6,"Fluid_Simulation_2D::projection_2d",900,124.266,2420.281,2.54,0.138074
7,"Fluid_Simulation_2D::grid_to_particle",900,106.316,106.316,2.17,0.118129
8,"Fluid_Simulation_2D::particle_to_grid",900,98.096,98.096,2.01,0.108995
9,"APIC_Simulation_2D::particle_mechanical_energy",2700,56.576,56.576,1.16,0.020954
10,"APIC_Simulation_2D::particle_kinetic_energy",2700,48.320,48.320,0.99,0.017896
11,"Fluid_Simulation_2D::projection_dot_product",213261,36.630,36.630,0.75,0.000172
12,"Fluid_Simulation_2D::extrapolate_velocity",1800,35.129,49.552,0.72,0.019516
13,"APIC_Simulation_2D::max_grid_speed",5400,33.766,33.766,0.69,0.006253
14,"APIC_Simulation_2D::grid_kinetic_energy",5400,27.087,27.087,0.55,0.005016
15,"APIC_Simulation_2D::max_particle_speed",1800,26.390,26.390,0.54,0.014661
16,"Fluid_Simulation_2D::init_marker_vectors",1800,14.424,14.424,0.29,0.008013
17,"Fluid_Simulation_2D::enforce_boundary",900,6.928,6.928,0.14,0.007698
18,"APIC_Simulation_2D::divergence_stats",1800,5.339,5.339,0.11,0.002966
19,"Fluid_Simulation::apply_forces_2d_settings",900,3.772,3.772,0.08,0.004191
20,"Fluid_Simulation_2D::setup_rhs",900,2.843,2.843,0.06,0.003159
21,"Diagnostics::fluid_measure_from",900,1.607,1.607,0.03,0.001785
22,"Diagnostics::bounds_from",901,0.272,0.272,0.01,0.000302
