Fluid simulation profile
dimension=2
steps=900
simulated_substeps=900
domain=64
dx=2
frame_dt=0.2
scene=6
fluid_solver=polypic
polypic_modes=4
jitter_seed=1
flip_percent=0.95
adaptive=false
diagnostics=true
particle_export=true
particle_fps=5
particle_frames=901
particles=1356
wall_ms=5687.221

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\cfl_settling_dx_05_dt005\20260629-171218\runs\POLYPIC
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",70189,2165.372,2165.372,41.57,0.030851
2,"Diagnostics::record_step",900,860.183,862.056,16.51,0.955759
3,"APIC_Simulation_2D::step",900,647.790,4347.465,12.43,0.719766
4,"Fluid_Simulation_2D::advect",900,592.234,592.234,11.37,0.658038
5,"Fluid_Simulation_2D::grid_to_particle",900,194.801,194.801,3.74,0.216446
6,"Fluid_Simulation_2D::particle_to_grid",900,167.435,167.435,3.21,0.186039
7,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",900,164.359,164.359,3.15,0.182621
8,"Fluid_Simulation_2D::projection_2d",900,121.267,2325.483,2.33,0.134741
9,"APIC_Simulation_2D::particle_mechanical_energy",2700,55.216,55.216,1.06,0.020450
10,"APIC_Simulation_2D::particle_kinetic_energy",2700,47.951,47.951,0.92,0.017760
11,"Fluid_Simulation_2D::projection_dot_product",212367,36.200,36.200,0.69,0.000170
12,"Fluid_Simulation_2D::extrapolate_velocity",1800,34.706,49.020,0.67,0.019281
13,"APIC_Simulation_2D::max_grid_speed",5400,33.442,33.442,0.64,0.006193
14,"APIC_Simulation_2D::grid_kinetic_energy",5400,27.490,27.490,0.53,0.005091
15,"APIC_Simulation_2D::max_particle_speed",1800,26.166,26.166,0.50,0.014536
16,"Fluid_Simulation_2D::init_marker_vectors",1800,14.314,14.314,0.27,0.007952
17,"Fluid_Simulation_2D::enforce_boundary",900,7.011,7.011,0.13,0.007790
18,"APIC_Simulation_2D::divergence_stats",1800,5.273,5.273,0.10,0.002929
19,"Fluid_Simulation::apply_forces_2d_settings",900,3.794,3.794,0.07,0.004215
20,"Fluid_Simulation_2D::setup_rhs",900,2.644,2.644,0.05,0.002938
21,"Diagnostics::fluid_measure_from",900,1.600,1.600,0.03,0.001777
22,"Diagnostics::bounds_from",901,0.275,0.275,0.01,0.000305
