Fluid simulation profile
dimension=2
steps=1800
simulated_substeps=1800
domain=64
dx=1
frame_dt=0.1
scene=6
fluid_solver=flip
polypic_modes=4
jitter_seed=0
flip_percent=0.98
adaptive=false
diagnostics=true
particle_export=true
particle_fps=10
particle_frames=1801
particles=5932
wall_ms=118852.121

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_flip\20260628-202342\runs\FLIP_098
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",298665,87987.559,87987.559,76.73,0.294603
2,"Diagnostics::record_step",1800,8570.794,8582.181,7.47,4.761552
3,"Fluid_Simulation_2D::advect",1800,5422.068,5422.068,4.73,3.012260
4,"APIC_Simulation_2D::step",1800,4612.858,106089.871,4.02,2.562699
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",1800,1764.022,1764.022,1.54,0.980012
6,"Fluid_Simulation_2D::projection_2d",1800,1197.761,89852.225,1.04,0.665423
7,"Fluid_Simulation_2D::grid_to_particle",1800,1078.212,1078.212,0.94,0.599007
8,"Fluid_Simulation_2D::particle_to_grid",1800,929.364,929.364,0.81,0.516313
9,"APIC_Simulation_2D::particle_mechanical_energy",5400,708.331,708.331,0.62,0.131172
10,"Fluid_Simulation_2D::projection_dot_product",899595,646.650,646.650,0.56,0.000719
11,"APIC_Simulation_2D::particle_kinetic_energy",5400,577.168,577.168,0.50,0.106883
12,"APIC_Simulation_2D::max_particle_speed",3600,370.605,370.605,0.32,0.102946
13,"APIC_Simulation_2D::max_grid_speed",10800,226.409,226.409,0.20,0.020964
14,"APIC_Simulation_2D::grid_kinetic_energy",10800,192.665,192.665,0.17,0.017839
15,"Fluid_Simulation_2D::extrapolate_velocity",3600,167.947,252.883,0.15,0.046652
16,"Fluid_Simulation_2D::init_marker_vectors",3600,84.936,84.936,0.07,0.023593
17,"Fluid_Simulation_2D::enforce_boundary",1800,42.026,42.026,0.04,0.023348
18,"APIC_Simulation_2D::divergence_stats",3600,38.487,38.487,0.03,0.010691
19,"Fluid_Simulation::apply_forces_2d_settings",1800,22.548,22.548,0.02,0.012527
20,"Fluid_Simulation_2D::setup_rhs",1800,20.255,20.255,0.02,0.011253
21,"Diagnostics::fluid_measure_from",1800,10.296,10.296,0.01,0.005720
22,"Diagnostics::bounds_from",1801,1.092,1.092,0.00,0.000606
