Fluid simulation profile
dimension=2
steps=1800
simulated_substeps=1800
domain=64
dx=1
frame_dt=0.1
scene=6
fluid_solver=flip
polypic_modes=4
jitter_seed=0
flip_percent=0.99
adaptive=false
diagnostics=true
particle_export=true
particle_fps=10
particle_frames=1801
particles=5932
wall_ms=117170.512

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_flip\20260628-202342\runs\FLIP_099
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",298120,86538.282,86538.282,76.48,0.290280
2,"Diagnostics::record_step",1800,8521.077,8532.215,7.53,4.733931
3,"Fluid_Simulation_2D::advect",1800,5414.248,5414.248,4.79,3.007915
4,"APIC_Simulation_2D::step",1800,4643.253,104617.296,4.10,2.579585
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",1800,1772.203,1772.203,1.57,0.984557
6,"Fluid_Simulation_2D::projection_2d",1800,1173.603,88366.997,1.04,0.652001
7,"Fluid_Simulation_2D::grid_to_particle",1800,1087.877,1087.877,0.96,0.604376
8,"Fluid_Simulation_2D::particle_to_grid",1800,913.281,913.281,0.81,0.507378
9,"APIC_Simulation_2D::particle_mechanical_energy",5400,701.902,701.902,0.62,0.129982
10,"Fluid_Simulation_2D::projection_dot_product",897960,634.717,634.717,0.56,0.000707
11,"APIC_Simulation_2D::particle_kinetic_energy",5400,580.175,580.175,0.51,0.107440
12,"APIC_Simulation_2D::max_particle_speed",3600,375.348,375.348,0.33,0.104263
13,"APIC_Simulation_2D::max_grid_speed",10800,219.778,219.778,0.19,0.020350
14,"APIC_Simulation_2D::grid_kinetic_energy",10800,187.294,187.294,0.17,0.017342
15,"Fluid_Simulation_2D::extrapolate_velocity",3600,167.534,252.344,0.15,0.046537
16,"Fluid_Simulation_2D::init_marker_vectors",3600,84.810,84.810,0.07,0.023558
17,"Fluid_Simulation_2D::enforce_boundary",1800,42.312,42.312,0.04,0.023507
18,"APIC_Simulation_2D::divergence_stats",3600,37.377,37.377,0.03,0.010383
19,"Fluid_Simulation::apply_forces_2d_settings",1800,22.907,22.907,0.02,0.012726
20,"Fluid_Simulation_2D::setup_rhs",1800,20.396,20.396,0.02,0.011331
21,"Diagnostics::fluid_measure_from",1800,9.967,9.967,0.01,0.005537
22,"Diagnostics::bounds_from",1801,1.173,1.173,0.00,0.000651
