Fluid simulation profile
dimension=2
steps=3600
simulated_substeps=3600
domain=64
dx=1
frame_dt=0.05
scene=6
fluid_solver=flip
polypic_modes=4
jitter_seed=0
flip_percent=0.95
adaptive=false
diagnostics=true
particle_export=true
particle_fps=20
particle_frames=3601
particles=5932
wall_ms=272476.787

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_dt_02\20260628-195919\runs\FLIP_095
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",628222,211423.011,211423.011,80.05,0.336542
2,"Diagnostics::record_step",3600,16460.319,16482.381,6.23,4.572311
3,"Fluid_Simulation_2D::advect",3600,10778.258,10778.258,4.08,2.993961
4,"APIC_Simulation_2D::step",3600,9159.759,247617.809,3.47,2.544377
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",3600,3412.807,3412.807,1.29,0.948002
6,"Fluid_Simulation_2D::projection_2d",3600,2584.161,215571.520,0.98,0.717822
7,"Fluid_Simulation_2D::grid_to_particle",3600,2153.817,2153.817,0.82,0.598282
8,"Fluid_Simulation_2D::particle_to_grid",3600,1793.039,1793.039,0.68,0.498066
9,"Fluid_Simulation_2D::projection_dot_product",1891866,1517.255,1517.255,0.57,0.000802
10,"APIC_Simulation_2D::particle_mechanical_energy",10800,1358.500,1358.500,0.51,0.125787
11,"APIC_Simulation_2D::particle_kinetic_energy",10800,1142.752,1142.752,0.43,0.105810
12,"APIC_Simulation_2D::max_particle_speed",7200,722.965,722.965,0.27,0.100412
13,"APIC_Simulation_2D::max_grid_speed",21600,439.660,439.660,0.17,0.020355
14,"APIC_Simulation_2D::grid_kinetic_energy",21600,378.641,378.641,0.14,0.017530
15,"Fluid_Simulation_2D::extrapolate_velocity",7200,324.833,497.336,0.12,0.045116
16,"Fluid_Simulation_2D::init_marker_vectors",7200,172.502,172.502,0.07,0.023959
17,"Fluid_Simulation_2D::enforce_boundary",3600,84.612,84.612,0.03,0.023503
18,"APIC_Simulation_2D::divergence_stats",7200,78.804,78.804,0.03,0.010945
19,"Fluid_Simulation_2D::setup_rhs",3600,47.093,47.093,0.02,0.013082
20,"Fluid_Simulation::apply_forces_2d_settings",3600,45.339,45.339,0.02,0.012594
21,"Diagnostics::fluid_measure_from",3600,19.823,19.823,0.01,0.005506
22,"Diagnostics::bounds_from",3601,2.239,2.239,0.00,0.000622
