Fluid simulation profile
dimension=2
steps=3600
simulated_substeps=3600
domain=64
dx=1
frame_dt=0.05
scene=6
fluid_solver=polypic
polypic_modes=4
jitter_seed=0
flip_percent=0.95
adaptive=false
diagnostics=true
particle_export=true
particle_fps=20
particle_frames=3601
particles=5932
wall_ms=252047.826

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_dt_02\20260628-195919\runs\POLYPIC
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",608595,182033.833,182033.833,74.61,0.299105
2,"Diagnostics::record_step",3600,18250.887,18273.195,7.48,5.069691
3,"APIC_Simulation_2D::step",3600,13590.514,225704.802,5.57,3.775143
4,"Fluid_Simulation_2D::advect",3600,10850.563,10850.563,4.45,3.014045
5,"Fluid_Simulation_2D::grid_to_particle",3600,3671.859,3671.859,1.50,1.019961
6,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",3600,3570.887,3570.887,1.46,0.991913
7,"Fluid_Simulation_2D::particle_to_grid",3600,3204.593,3204.593,1.31,0.890165
8,"Fluid_Simulation_2D::projection_2d",3600,2471.914,185879.589,1.01,0.686643
9,"APIC_Simulation_2D::particle_mechanical_energy",10800,1438.587,1438.587,0.59,0.133202
10,"Fluid_Simulation_2D::projection_dot_product",1832985,1329.688,1329.688,0.55,0.000725
11,"APIC_Simulation_2D::particle_kinetic_energy",10800,1184.938,1184.938,0.49,0.109716
12,"APIC_Simulation_2D::max_particle_speed",7200,768.674,768.674,0.32,0.106760
13,"APIC_Simulation_2D::max_grid_speed",21600,446.607,446.607,0.18,0.020676
14,"APIC_Simulation_2D::grid_kinetic_energy",21600,383.582,383.582,0.16,0.017758
15,"Fluid_Simulation_2D::extrapolate_velocity",7200,335.533,509.672,0.14,0.046602
16,"Fluid_Simulation_2D::init_marker_vectors",7200,174.139,174.139,0.07,0.024186
17,"Fluid_Simulation_2D::enforce_boundary",3600,83.515,83.515,0.03,0.023199
18,"APIC_Simulation_2D::divergence_stats",7200,75.640,75.640,0.03,0.010506
19,"Fluid_Simulation::apply_forces_2d_settings",3600,45.583,45.583,0.02,0.012662
20,"Fluid_Simulation_2D::setup_rhs",3600,44.154,44.154,0.02,0.012265
21,"Diagnostics::fluid_measure_from",3600,19.925,19.925,0.01,0.005535
22,"Diagnostics::bounds_from",3601,2.383,2.383,0.00,0.000662
