Fluid simulation profile
dimension=2
steps=3600
simulated_substeps=3600
domain=64
dx=1
frame_dt=0.05
scene=6
fluid_solver=flip
polypic_modes=4
jitter_seed=0
flip_percent=0
adaptive=false
diagnostics=true
particle_export=true
particle_fps=20
particle_frames=3601
particles=5932
wall_ms=269875.393

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_dt_02\20260628-195919\runs\PIC
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",587466,209138.244,209138.244,79.86,0.356001
2,"Diagnostics::record_step",3600,16585.909,16608.437,6.33,4.607197
3,"Fluid_Simulation_2D::advect",3600,10746.117,10746.117,4.10,2.985032
4,"APIC_Simulation_2D::step",3600,9183.310,245287.584,3.51,2.550920
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",3600,3470.388,3470.388,1.33,0.963997
6,"Fluid_Simulation_2D::projection_2d",3600,2577.507,213266.252,0.98,0.715974
7,"Fluid_Simulation_2D::grid_to_particle",3600,2131.385,2131.385,0.81,0.592051
8,"Fluid_Simulation_2D::particle_to_grid",3600,1787.559,1787.559,0.68,0.496544
9,"Fluid_Simulation_2D::projection_dot_product",1769598,1500.846,1500.846,0.57,0.000848
10,"APIC_Simulation_2D::particle_mechanical_energy",10800,1344.783,1344.783,0.51,0.124517
11,"APIC_Simulation_2D::particle_kinetic_energy",10800,1136.425,1136.425,0.43,0.105224
12,"APIC_Simulation_2D::max_particle_speed",7200,718.675,718.675,0.27,0.099816
13,"APIC_Simulation_2D::max_grid_speed",21600,439.311,439.311,0.17,0.020338
14,"APIC_Simulation_2D::grid_kinetic_energy",21600,374.491,374.491,0.14,0.017338
15,"Fluid_Simulation_2D::extrapolate_velocity",7200,309.886,478.701,0.12,0.043040
16,"Fluid_Simulation_2D::init_marker_vectors",7200,168.816,168.816,0.06,0.023447
17,"Fluid_Simulation_2D::enforce_boundary",3600,83.334,83.334,0.03,0.023148
18,"APIC_Simulation_2D::divergence_stats",7200,82.208,82.208,0.03,0.011418
19,"Fluid_Simulation_2D::setup_rhs",3600,49.655,49.655,0.02,0.013793
20,"Fluid_Simulation::apply_forces_2d_settings",3600,44.646,44.646,0.02,0.012402
21,"Diagnostics::fluid_measure_from",3600,20.254,20.254,0.01,0.005626
22,"Diagnostics::bounds_from",3601,2.275,2.275,0.00,0.000632
