Fluid simulation profile
dimension=2
steps=3600
simulated_substeps=3600
domain=64
dx=1
frame_dt=0.05
scene=6
fluid_solver=flip
polypic_modes=4
jitter_seed=0
flip_percent=0.95
adaptive=false
diagnostics=true
particle_export=true
particle_fps=20
particle_frames=3601
particles=5932
wall_ms=281084.029

Exported diagnostics to D:\Arbeitsplatz\Universität\Master_Thesis\Orchestrator\outputs\settling_sweep_dt_005\20260628-193633\runs\FLIP_095
rank,function,calls,exclusive_ms,inclusive_ms,exclusive_percent,avg_exclusive_ms
1,"Fluid_Simulation_2D::projection_Ap_calc",628816,215274.036,215274.036,79.01,0.342348
2,"Diagnostics::record_step",3600,18806.357,18829.365,6.90,5.223988
3,"Fluid_Simulation_2D::advect",3600,11048.516,11048.516,4.06,3.069032
4,"APIC_Simulation_2D::step",3600,9711.447,253618.615,3.56,2.697624
5,"APIC_Simulation_2D::update_particle_grid_residual_diagnostics",3600,3770.837,3770.837,1.38,1.047455
6,"Fluid_Simulation_2D::projection_2d",3600,2819.292,219693.928,1.03,0.783137
7,"Fluid_Simulation_2D::grid_to_particle",3600,2241.390,2241.390,0.82,0.622608
8,"Fluid_Simulation_2D::particle_to_grid",3600,1876.919,1876.919,0.69,0.521367
9,"APIC_Simulation_2D::particle_mechanical_energy",10800,1591.166,1591.166,0.58,0.147330
10,"Fluid_Simulation_2D::projection_dot_product",1893648,1549.008,1549.008,0.57,0.000818
11,"APIC_Simulation_2D::particle_kinetic_energy",10800,1254.950,1254.950,0.46,0.116199
12,"APIC_Simulation_2D::max_particle_speed",7200,827.117,827.117,0.30,0.114877
13,"APIC_Simulation_2D::max_grid_speed",21600,471.860,471.860,0.17,0.021845
14,"APIC_Simulation_2D::grid_kinetic_energy",21600,392.923,392.923,0.14,0.018191
15,"Fluid_Simulation_2D::extrapolate_velocity",7200,342.861,523.045,0.13,0.047620
16,"Fluid_Simulation_2D::init_marker_vectors",7200,180.185,180.185,0.07,0.025026
17,"Fluid_Simulation_2D::enforce_boundary",3600,86.075,86.075,0.03,0.023910
18,"APIC_Simulation_2D::divergence_stats",7200,81.150,81.150,0.03,0.011271
19,"Fluid_Simulation_2D::setup_rhs",3600,51.593,51.593,0.02,0.014331
20,"Fluid_Simulation::apply_forces_2d_settings",3600,47.290,47.290,0.02,0.013136
21,"Diagnostics::fluid_measure_from",3600,20.693,20.693,0.01,0.005748
22,"Diagnostics::bounds_from",3601,2.316,2.316,0.00,0.000643
